speaker,party,adjectives,text_preview,adjectives_str
Klaus Herrmann,AfD,"['abgelehnt', 'ausreisepflichtigen', 'abgelehnten', 'ausreisepflichtig', 'gescheitert', 'gescheitert', 'gescheitert', 'straffällig', 'ausreisepflichtigen', 'gescheiterten', 'abgelehnt', 'ausreisepflichtige', 'wichtig', 'ausreisepflichtige']"," 

Herr Präsident, sehr geehrte Abgeordnete! Eine Verknüpfung 
der Einbürgerung und der Abschiebung, wie es die 
Fraktion DIE LINKE im Titel ihrer Aktuellen Stunde tut, 
ist unpassend, da es sich hier","abgelehnt, ausreisepflichtigen, abgelehnten, ausreisepflichtig, gescheitert, gescheitert, gescheitert, straffällig, ausreisepflichtigen, gescheiterten, abgelehnt, ausreisepflichtige, wichtig, ausreisepflichtige"
Janine Wissler,LINKE,"['wichtig', 'gut']"," Genau das ist doch 
das Problem!  Weitere Zurufe) 

Mit Menschenwürde, das sagte ich schon, hat das überhaupt 
nichts zu tun. Man muss genauer hinschauen. Abschiebungen 
werden  das ist wichtig  n","wichtig, gut"
Janine Wissler,LINKE,"['gut', 'legal']"," 

Herr Präsident, meine Damen und Herren! Am 19. Februar 
2020 wurden in Hanau neun Menschen ermordet: Ferhat 
Unvar, Hamza Kurtovic, Said Nesar Hashemi, Vili-Viorel 
Paun, Mercedes Kierpacz, Kaloyan","gut, legal"
Silvia Brünnel,GRUENE,"['qualifizierte', 'notwendig']"," 

Sehr geehrte Frau Präsidentin, liebe Kolleginnen und Kollegen! 
Am 10. März, also genau gestern vor einer Woche, 
war der Equal Pay Day, der Internationale Aktionstag für 
Entgeltgleichheit zwische","qualifizierte, notwendig"
Marcus Bocklet,GRUENE,['gut']," 
Ja!) 

Das sagen Sie von hier vorne, und jetzt rufen Sie auch 
noch Ja. Sagen Sie mal, geht es noch? Sie wollen anderen 
Fraktionen vorschreiben, was man im Plenum beraten 
darf. Das ist nicht Ihr",gut
Volker Richter,AfD,"['notwendigen', 'gescheitert']"," 

Sehr geehrte Frau Präsidentin, sehr verehrte Damen und 
Herren! Sehr geehrter Herr Ministerpräsident, wir danken 
für die offenen Worte, mit denen Sie zu uns gesprochen haben 
und mit denen Sie ern","notwendigen, gescheitert"
Ulrich Wilken,LINKE,['sicher']," 

Nein. Herr Schwarz kann sich zu einer Kurzintervention 
melden. 

Dann kommt der nächste Brocken in Ihrem Antrag: die 
Europäische Gemeinschaft. Also, was Internationalismus 
anbelangt, müssen Sie ",sicher
Christiane Böhm,LINKE,"['gut', 'notwendige']"," 

Herr Präsident, sehr geehrte Damen und Herren! Das wird 
heute wahrscheinlich eine recht persönliche Rede. Nicht, 
dass ich im letzten Jahr in meinem Beruf als Sozialpädagogin 
tatsächlich tätig wa","gut, notwendige"
Volker Richter,AfD,"['problematischen', 'fremden']"," 

Hören Sie zu, und urteilen Sie dann.  Wenn Menschen mit 
Migrationshintergrund beteiligt sind, stellt sich schnell für 
viele, die helfen möchten, das Problem, dass ihnen unterstellt 
wird, sie se","problematischen, fremden"
Max Schad,CDU,"['sicher', 'sicher']"," 

Warum geht es darum? Weil Sie dort vor allem Menschen 
mit Migrationshintergrund vermuten. Der vorliegende Gesetzentwurf 
ist doch nichts anderes als eine weitere Spielart 
Ihrer Gesellschaftspolit","sicher, sicher"
Nancy Faeser,SPD,"['gut', 'sicher', 'notwendig', 'wichtig', 'wichtig']"," 

Herr Präsident, meine Damen und Herren! Ich musste in 
diesen Tagen oft an den ehemaligen Ministerpräsidenten 
Jitzchak Rabin denken und daran, wie greifbar nah der 
Frieden im Nahen Osten einst sc","gut, sicher, notwendig, wichtig, wichtig"
Hermann Schaus,LINKE,"['notwendig', 'gut', 'gut']"," 

Herr Präsident, meine sehr geehrten Damen und Herren! In 
regelmäßigen Abständen beschäftigen wir uns hier mit Gesetzesänderungen 
zum Glücksspielrecht. Mal ist es der 
Staatsvertrag, mal ist es da","notwendig, gut, gut"
Oliver Stirböck,FDP,['falsch']," 

Herr Präsident, meine sehr geehrten Damen und Herren! 
Die Türkei hat sich in den letzten Jahren immer stärker zu 
einem Unrechtsstaat entwickelt, in dem Willkür herrscht, 
Oppositionelle verhaftet",falsch
Klaus Gagel,AfD,"['gescheiterten', 'unkontrollierten']"," 

Herr Präsident, sehr geehrte Damen und Herren! Es wird 
Sie wenig überraschen, dass wir als AfD-Fraktion sämtliche 
Klimaschutzmaßnahmen wegen Nutzlosigkeit ablehnen. 
Das habe ich hier im Plenum s","gescheiterten, unkontrollierten"
Günter Rudolph,SPD,['gute']," Gilt die auch für Sie?) 

Ich arbeite weiter mit vollem Einsatz daran, dass die Strukturen 
innerhalb der Polizei widerstandsfähig gegen Ressentiments 
werden und die Fehlerkultur weiterentwickelt wi",gute
Turgut Yüksel,SPD,['gut']," 

Sehr geehrte Frau Präsidentin, liebe Kolleginnen und Kollegen! 
Wir sind in diesem Haus darüber einig, dass 
Deutsch als Bildungssprache die Voraussetzung für schulischen 
Erfolg und lebenslanges L",gut
Elisabeth Kula,LINKE,['gute']," 

Frau Präsidentin, meine Damen und Herren! Das Angebot 
für die zweite bzw. dritte moderne Fremdsprache an hessischen 
Schulen im Realschul-und im Gymnasialbereich 
umfasst aktuell Französisch, Span",gute
Frank Diefenbach,GRUENE,"['falsch', 'wichtige', 'notwendig', 'wichtig']"," Leider falsch!) 

 Kollege Diefenbach, das sehe ich anders.  Dass Türkisch 
eine wichtige Sprache für die Schülerinnen und 
Schüler in Hessen ist, lässt sich auch durch Zahlen belegen. 
Beispielswe","falsch, wichtige, notwendig, wichtig"
Lisa Gnadl,SPD,['gut']," Wie bei der AfD!) 

Dabei wird der militante Kampf der Eliten um die Sprache 
weitergehen. Es geht nämlich darum, mittels der Sprachmanipulation 
die Denkweise der Bevölkerung und letztlich 
die Gese",gut
Saadet Sönmez,LINKE,"['wichtig', 'wichtige']"," 

Danke sehr.  Herr Minister, im Rahmen der Integrationskonferenz 
wurden verschiedene Themenforen mit Arbeitsgruppen 
eingerichtet, unter anderem auch zu Migration 
und Gesundheit. Davon gingen kon","wichtig, wichtige"
Ulrike Alex,SPD,"['falsch', 'wichtig', 'gut']"," 

Frau Brünnel, ich will mich gar nicht mit Ihnen streiten. 
Wenn ich Sie empathielos genannt habe, dann ist das natürlich 
nur ein Eindruck, den ich gewonnen habe. Dieser mag 
möglicherweise falsch ","falsch, wichtig, gut"
Janine Wissler,LINKE,['gut']," 

Herr Präsident, meine Damen und Herren! Am 19. Februar 
2020 wurden in Hanau neun Menschen aus rassistischen 
Gründen ermordet: Ferhat Unvar, Hamza Kurtovic, Said 
Nesar Hashemi, Vili Viorel Paun, ",gut
Miriam Dahlke,GRUENE,"['guten', 'gut', 'gut']"," 

Herr Präsident, verehrte Kolleginnen und Kollegen! Herr 
Vohl, Sie haben eben von den Geflüchteten gesprochen. 
Ich glaube, es gibt viele komplexe Fluchtursachen wie 
Krieg oder Wasserknappheit. Ab","guten, gut, gut"
Daniel May,GRUENE,['falsch']," 

Ich frage die Landesregierung: 

Was sind die wesentlichen Ergebnisse der gutachterlichen 
Stellungnahme des länderübergreifenden Modellprojekts 
Schulgesundheitsfachkräfte in Brandenburg und Hesse",falsch
Hermann Schaus,LINKE,['wichtig']," 

Frau Präsidentin, meine sehr geehrten Damen und Herren! 
Wir diskutieren heute den Gesetzentwurf der FDP zur Änderung 
des Hessischen Landesplanungsgesetzes. Wie bereits 
ausgeführt wurde, ist der ",wichtig
Peter Kaufmann,GRUENE,['notwendig']," 

Frau Präsidentin, liebe Kolleginnen und Kollegen! Allmählich 
bewegen wir uns in der Debatte auf den Kern der Problematik 
zu. Der Kollege Hahn hat noch versucht, von 
staatspolitischer Verantwortu",notwendig
Moritz Promny,FDP,"['gute', 'gute']"," 

Herr Präsident, meine sehr geehrten Damen und Herren! 
Gestatten Sie mir zunächst eine persönliche Bemerkung, 
insbesondere im Hinblick auf den sehr geschätzten Kollegen 
Armin Schwarz. Lieber Armi","gute, gute"
Kathrin Anders,GRUENE,"['notwendig', 'sicher']"," 

Sehr geehrter Herr Präsident, werte Kolleginnen und Kollegen! 
Tatsächlich freue ich mich über diese Aktuelle Stunde, 
weil wir als regierungstragende Fraktion noch einmal 
deutlich machen können, ","notwendig, sicher"
Saadet Sönmez,LINKE,['wichtig']," 

Frau Präsidentin, meine Damen und Herren! Ich glaube, eines 
kann man so nicht stehen lassen. Hier hat ein AfD-Mitglied 
behauptet, er handele und argumentiere im Sinne der 

Betroffenen. Er hat da",wichtig
Saadet Sönmez,LINKE,"['gut', 'falsch']"," 

Nein.  Zurück zum Antrag der FDP. Wie gesagt, das ist 
unstrittig: Es bedarf eines Kulturwandels und einer Gleichstellung 
in der Arbeitswelt. Ich glaube, da sind wir uns alle 
einig, außer hier r","gut, falsch"
Taylan Burcu,GRUENE,['ausreisepflichtigen']," 

Verehrter Herr Präsident, meine Damen und Herren! Wir 
befinden uns in der Tat in einer Zeit, in der es viele Krisenherde 
auf unserem Planeten gibt. Menschen müssen ihre 
Heimat verlassen, weil si",ausreisepflichtigen
Volker Richter,AfD,"['humanitäre', 'notwendigen', 'legale', 'sichere', 'gut']"," Nee!) 

sehr deutlich gemacht. Es lohnt sich also nicht, an dieser 
Stelle weiter über den Antrag der AfD zu diskutieren. 

Wissen Sie: Ein Setzpunkt in einer Plenarwoche ist ein 
sehr wichtiger Punk","humanitäre, notwendigen, legale, sichere, gut"
Volker Richter,AfD,"['notwendig', 'straffällig']"," Ja, mit Sicherheit!) 

Es gibt einen weiteren Punkt, der auch dazugehört; dazu 
hat die SPD auch eine klare Position. Wer hier unter gar 
keinen Umständen ein Bleiberecht hat, muss Deutschland 
wiede","notwendig, straffällig"
Saadet Sönmez,LINKE,"['gut', 'gut', 'sicheren', 'problematisch', 'wichtig', 'problematische', 'illegal', 'sichere', 'abgelehnten', 'abgelehnt', 'illegal', 'sicheren', 'illegal', 'falsche']"," 

Herr Präsident, meine Damen und Herren! Auf die Asylpolitik 
werden wir im nächsten Tagesordnungspunkt eingehen, 
ebenso auf die Geschehnisse in Afghanistan. Deshalb 
werde ich das hier außen vor l","gut, gut, sicheren, problematisch, wichtig, problematische, illegal, sichere, abgelehnten, abgelehnt, illegal, sicheren, illegal, falsche"
Alexander Bauer,CDU,['gut']," 

Herr Präsident, meine sehr verehrten Damen und Herren! 
Wir bekennen uns zur Genfer Flüchtlingskonvention. Für 
uns als CDU ist das Grundrecht auf Asyl ein hohes Gut. Es 
gehört zu unserem Verständ",gut
Saadet Sönmez,LINKE,['abgelehnt']," 

Herr Präsident, meine Damen und Herren! Vorneweg Folgendes: 
Uns wird unverantwortliches Handeln bezüglich 
Afghanistan vorgeworfen, weil wir bei der Abstimmung im 
Bundestag über die Evakuierung d",abgelehnt
Tilo Becher,SPD,"['humanitäre', 'humanitäre', 'humanitären']"," 

Sehr geehrte Frau Präsidentin, verehrte Kolleginnen und 
Kollegen, sehr geehrte Damen und Herren! Dieses Mal waren 
es die Bilder von Menschen, die sich an ein rollendes 
Flugzeug geklammert haben,","humanitäre, humanitäre, humanitären"
Tilo Becher,SPD,"['gut', 'humanitäre', 'wichtigen', 'humanitäre', 'humanitäre', 'sichere', 'unkontrollierte', 'illegale']"," 

Na ja, ich habe bis jetzt meiner Uhr vertraut. Sie kommt 
noch knapp vor Ihnen beim Vertrauen.  Nein, das ist jetzt 
Quatsch. 

Gut, dann muss ich zum Ende kommen. 

(Zuruf: Er hat sich darauf ein","gut, humanitäre, wichtigen, humanitäre, humanitäre, sichere, unkontrollierte, illegale"
Yanki Pürsün,FDP,"['wichtigen', 'wichtigen']"," 

Ich frage die Landesregierung: 

Welche präventive Arbeit findet in Hessen gegen Diskriminierung 
von Menschen mit Behinderungen statt? 

Antwort Kai Klose, Minister für Soziales und Integration: 
","wichtigen, wichtigen"
Hermann Schaus,LINKE,"['guten', 'wichtig', 'wichtigen']"," 

Herr Präsident, meine sehr geehrten Damen und Herren! 
Letzten Sonntag haben meine Frau und ich das erste Mal 
seit Beginn der Pandemie wieder ein Handballspiel der 
HSG Dutenhofen/Münchholzhausen ","guten, wichtig, wichtigen"
Horst Falk,CDU,"['gut', 'wichtige']"," 

Sehr geehrter Herr Präsident, liebe Kolleginnen und Kollegen, 
meine sehr geehrten Damen und Herren! Ich will ausdrücklich 
betonen: Ich denke, dass Frau Kula und ich in 
dem Punkt einer Meinung si","gut, wichtige"
Moritz Promny,FDP,"['gut', 'qualifiziert', 'gescheiterte']"," 

Frau Präsidentin, meine sehr geehrten Damen und Herren! 
Die Debatte hat eines sehr deutlich gezeigt: Lehrkräfte sind 
eine der wichtigsten Ressourcen, die wir an unseren 
Schulen haben. Sie vermit","gut, qualifiziert, gescheiterte"
Matthias Büger,FDP,"['wichtig', 'wichtig']"," 

Herr Präsident, meine sehr geehrten Damen und Herren! 
Die Überschrift des Antrags lautet Grundrechte stehen 
auch in einer Krise nicht zur Disposition der Landesregierung. 
Die Frage der Grundre","wichtig, wichtig"
Jürgen Frömmrich,GRUENE,"['gute', 'wichtige']"," 

Frau Präsidentin, liebe Kolleginnen und Kollegen! In der 
Tat, mit der Verabschiedung des letzten Landtagswahlgesetzes 
haben wir beschlossen, eine Wahlkreiskommission 
einzurichten. Diese Wahlkrei","gute, wichtige"
Matthias Büger,FDP,"['gut', 'wichtigen', 'gut', 'guten', 'wichtig', 'gut', 'wichtig', 'gut']"," Ja!) 

Wir haben Terminvergabeprobleme und Probleme gehabt, 
die Impfzentren mit Impfstoff zu versorgen. Wir haben zu 
wenige Teststellen. Das Schlimmste ist: Wir haben bis heute 
noch keine sauberen","gut, wichtigen, gut, guten, wichtig, gut, wichtig, gut"
Stefan Naas,FDP,"['wichtig', 'wichtig']"," Das ersetzt 
kein Buch!) 

 Lieber Herr Kollege Naas, das soll die Motivation steigern. 
Das Zitat kommt von Carlos Ruiz Zafón und geht so: 

Jedes einzelne Buch hat eine Seele. Die Seele dessen, 
d","wichtig, wichtig"
Torsten Felstehausen,LINKE,"['wichtig', 'gute', 'gute']"," 50 wäre das 
Ziel!) 

Das ist eine ordentliche Maßgabe. Für die Jahre 2026 und 
2027 ist eine weitere stufenweise Reduzierung vorgesehen, 
und zwar unterhalb dessen, was die Weser-Ministerkonferenz 
","wichtig, gute, gute"
Lisa Gnadl,SPD,"['qualifiziert', 'illegale']"," Mir kommen gleich die Tränen!) 

Es bedeutet ebenfalls, dass wir Hessen den Koalitionsvertrag 
der neuen Regierungsparteien im Bund in Bezug auf 
Migration und Integration deutlich ablehnen. 

(Zuruf","qualifiziert, illegale"
Frank Grobe,AfD,"['sicher', 'sichere', 'humanitäre', 'notwendig']"," Schauen Sie, 
was Biden macht!  Glockenzeichen) 

 Das war eine konstruktive Einlassung. Ich gratuliere Ihnen. 
Was wir ganz sicher nicht haben, meine Herren der AfD, 
ist eine drohende hessische M","sicher, sichere, humanitäre, notwendig"
Volker Richter,AfD,['gute']," Ich habe nie etwas von bösen 
Flüchtlingen gesagt!) 

 Ich spreche einmal von Ihrer Konnotation, die da immer 
mitschwingt. Dabei sind Sie es doch, die immer behaupten, 
das seien doch alles Analp",gute
Yanki Pürsün,FDP,"['problematisch', 'humanitäre', 'qualifizierte', 'humanitären', 'falschen']"," 

Es ist echt schade, dass die GRÜNEN in dieser Debatte, in 
der wir uns alle von der AfD abgrenzen, kein Niveau zeigen. 

(Beifall Freie Demokraten) 

Diese Weigerung war problematisch; denn sie hat","problematisch, humanitäre, qualifizierte, humanitären, falschen"
Thomas Hering,CDU,"['humanitären', 'illegale']"," 

Sehr geehrter Herr Präsident, sehr geehrte Damen und Herren! 
2015 erlebten wir eine bisher nicht gekannte Herausforderung. 
Einerseits hatten wir schon mit der Aufnahme 
vieler Flüchtlinge unsere ","humanitären, illegale"
Frank Grobe,AfD,['gut']," Wir schaffen das nicht!) 

 Herr Grobe, Sie sind so leicht zu berechnen. Ich hätte mir 
Ihren Zwischenruf direkt hineinschreiben können. Wir haben 
das als Gemeinschaft geschafft, auch in Hessen. 
D",gut
Christiane Böhm,LINKE,"['wichtig', 'wichtig']"," Oh!  Vereinzelter 
Beifall SPD, DIE LINKE und Rolf Kahnt (fraktionslos)) 

 Es ist sehr erfreulich, wie unser parlamentarische Geschäftsführer 
so schnell andere Fraktionen überzeugen 
konnte. Viel","wichtig, wichtig"
Felix Martin,GRUENE,"['gut', 'humanitär', 'gute']"," 

Herr Präsident! Diskriminierung ist real. In aller Regel erfahren 
Menschen Ausgrenzung, Diffamierung und Diskriminierung, 
weil sie irgendeinem vermeintlichen Ideal nicht 
entsprechen oder weil si","gut, humanitär, gute"
Heiko Scholz,AfD,['notwendige']," 

Sehr geehrte Frau Präsidentin, verehrte Damen und Herren! 
Wie nicht anders zu erwarten war, bleibt die Landesregierung 
weiterhin eisern bei ihrer bekannten Selbstbeweihräucherung 
und lobt sich u",notwendige
Horst Falk,CDU,['wichtige']," 

Sehr verehrte Frau Präsidentin, sehr geehrte Damen und 
Herren, liebe Kolleginnen und Kollegen! Ich vermute, dass 
die Geschäftsordnung dieses Hohen Hauses es nicht zulässt, 
dass ich das sage, was",wichtige
Volker Richter,AfD,['wichtig']," 

Sehr verehrter Herr Präsident, meine sehr verehrten Damen 
und Herren! Im Teilhaushalt 08 haben wir als Alternative 
für Deutschland eine Vielzahl an Leistungen, welche wir 
erheblich kürzen möchte",wichtig
Moritz Promny,FDP,"['gute', 'gut']"," 

Frau Präsidentin, meine sehr geehrten Damen und Herren! 
Bekanntlich ist für uns Freie Demokraten nachhaltiges, generationengerechtes 
und effizientes Haushalten ein wichtiges 
Credo. Bei dem erste","gute, gut"
Frank Grobe,AfD,"['gute', 'gut']"," 

Sehr geehrter Herr Präsident, sehr geehrte Damen und Herren 
Abgeordnete! Wenn ich den Haushaltsplan des Ministeriums 
für Wissenschaft und Kunst beurteilen muss, komme 
ich seit drei Jahren nicht ","gute, gut"
Marius Weiß,SPD,"['gute', 'gute', 'sicher', 'gut', 'gute']"," Mittelmaß!  Weitere Zurufe) 

Bei der Höhe der eingeworbenen Drittmittel je Professor: 
Platz 10. 

(Zurufe) 

 Mir ist es doch auch unangenehm. 
(Beifall Freie Demokraten und Marius Weiß (SPD)) 

","gute, gute, sicher, gut, gute"
Horst Falk,CDU,"['wichtig', 'sicher', 'qualifiziert']"," 

Sehr verehrte Frau Präsidentin, sehr geehrte Kolleginnen 
und Kollegen, sehr geehrte Damen und Herren! In vielen 
Reden in diesem Haus geht es seit knapp zwei Jahren um 
die Corona-Pandemie. Dabei ","wichtig, sicher, qualifiziert"
Manuela Strube,SPD,"['guten', 'guten', 'gut', 'wichtig', 'gut', 'gut', 'guten']"," 

Sehr geehrte Frau Präsidentin, meine sehr verehrten Damen 
und Herren, liebe Kolleginnen und Kollegen! Wir haben 
es geschafft, wir haben es vollbracht. Zum 1. Januar 
tritt das neue Petitionsgeset","guten, guten, gut, wichtig, gut, gut, guten"
Erich Vohl,AfD,"['wichtig', 'abgelehnt']"," 

Sehr geehrte Frau Präsidentin, verehrte Damen und Herren 
Abgeordnete! In dieser dritten Lesung des Gesetzentwurfs 
über die Behandlung von Petitionen an den Hessischen 
Landtag kann ich es kurz ma","wichtig, abgelehnt"
Alexander Bauer,CDU,['gute']," 

Herr Minister, gibt es vergleichbare Kommunalverfassungen 
bundesweit, die ihre Kommunen bei einem Anteil von 

1.000 Personen in ihrer Bürgerschaft dazu verpflichten, eine 
Partizipationsmöglichke",gute
Ulrich Wilken,LINKE,['gut']," 

Frau Präsidentin, meine sehr verehrten Damen und Herren! 
Ich will mit einer Frage meiner grünen Vorrednerin beginnen. 
Sie hat in der Mitte ihres Beitrags gefragt: Was machen 
wir denn jetzt?  Wi",gut
Christian Heinz,CDU,"['falsch', 'falsche']"," 

Frau Präsidentin, meine sehr geehrten Damen und Herren! 
Das beliebte Mittel, jemanden falsch zu zitieren, haben Sie 
jetzt schon zum zweiten Mal angewendet. Sie haben eben 
versucht, dem Kollegen ","falsch, falsche"
